strain;region;country
BGD/BCSIR_NILMRC_296/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_297/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_298/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_305/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_306/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_311/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_312/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_315/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_317/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_318/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_319/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_320/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_321/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_323/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_326/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_327/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_328/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_329/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_330/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_333/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_338/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_339/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_340/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_341/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_342/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_343/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_344/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_345/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_346/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_349/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_51/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_52/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_54/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_56/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_57/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_58/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_67/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_69/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_70/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_72/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_73/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_74/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_75/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_76/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_77/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_78/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_81/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_82/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_85/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_86/2020;Asia;Bangladesh
BGD/BCSIR_NILMRC_88/2020;Asia;Bangladesh
BGD/CHRF_0001/2020;Asia;Bangladesh
BGD/CU-CTG-24/2020;Asia;Bangladesh
BGD/DNAS_BSH_isl_1_BGD/2020;Asia;Bangladesh
BGD/DNAS_BSH_isl_9_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_417_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_426_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_427_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_428_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_430_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_436_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_437_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_438_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_441_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_461_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_466_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_467_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_471_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_475_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_479_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_485_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_486_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_506_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_509_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_510_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_515_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_521_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_525_BGD/2020;Asia;Bangladesh
BGD/DNAS_CPH_isl_537_BGD/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_18927/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_18941/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_18944/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_18953/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_18964/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_18974/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_19183/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_19189/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_19205/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_19215/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_Al-52/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_B-2/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_B-3/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_B-4/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_BRB-13/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_EK-91/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_Enayet/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_HH-08/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_ICHRI_4/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_IH-2/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_Iffat/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_Ismail/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_MH-09/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_MH-13/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_MH-22/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_MH-23/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_MH-25/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_MH-32/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_MLS-4/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_MLS-5/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_MLS-9/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_MM-50/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_MR-03/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_N-3/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_OPS_3/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_R-136/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_R-138/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_R-2/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_R-28/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_R-3/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_R-6/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_Razia/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_Reza/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_S-02/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_S-1/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_SIBL-5/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_SIBL_12/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_SM-12/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_SM-14/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_Sharmin/2020;Asia;Bangladesh
BGD/DNAS_DRICM_isl_UMCH-1/2020;Asia;Bangladesh
BGD/DNAS_P_isl_T_BGD/2020;Asia;Bangladesh
BGD/DNAS_RAB_isl_114_BGD/2020;Asia;Bangladesh
BGD/DNAS_RAB_isl_118_BGD/2020;Asia;Bangladesh
BGD/DNAS_RAB_isl_82_BGD/2020;Asia;Bangladesh
BGD/DNAS_RAB_isl_86_BGD/2020;Asia;Bangladesh
BGD/DNAS_RAB_isl_88_BGD/2020;Asia;Bangladesh
BGD/DNAS_isl_1-003/2020;Asia;Bangladesh
BGD/DNAS_isl_113/2020;Asia;Bangladesh
BGD/DNAS_isl_116/2020;Asia;Bangladesh
BGD/DNAS_isl_17/2020;Asia;Bangladesh
BGD/DNAS_isl_2/2020;Asia;Bangladesh
BGD/DNAS_isl_4/2020;Asia;Bangladesh
BGD/DNAS_isl_6299/2020;Asia;Bangladesh
BGD/DNAS_isl_6300/2020;Asia;Bangladesh
BGD/DNAS_isl_6301/2020;Asia;Bangladesh
BGD/DNAS_isl_6302/2020;Asia;Bangladesh
BGD/DNAS_isl_6840/2020;Asia;Bangladesh
BGD/DNAS_isl_6841/2020;Asia;Bangladesh
BGD/DNAS_isl_75/2020;Asia;Bangladesh
BGD/DNAS_isl_8225/2020;Asia;Bangladesh
BGD/DNAS_isl_95/2020;Asia;Bangladesh
BGD/DNAS_isl_Amal/2020;Asia;Bangladesh
BGD/DNAS_isl_B-1/2020;Asia;Bangladesh
BGD/DNAS_isl_BGH-485/2020;Asia;Bangladesh
BGD/DNAS_isl_BRB-3/2020;Asia;Bangladesh
BGD/DNAS_isl_BRB/2020;Asia;Bangladesh
BGD/DNAS_isl_DSIMCH-2/2020;Asia;Bangladesh
BGD/DNAS_isl_DSIMCH-3/2020;Asia;Bangladesh
BGD/DNAS_isl_GL-01/2020;Asia;Bangladesh
BGD/DNAS_isl_HH-11/2020;Asia;Bangladesh
BGD/DNAS_isl_HH-12/2020;Asia;Bangladesh
BGD/DNAS_isl_HH_12/2020;Asia;Bangladesh
BGD/DNAS_isl_HH_13/2020;Asia;Bangladesh
BGD/DNAS_isl_Hafiz/2020;Asia;Bangladesh
BGD/DNAS_isl_Hia/2020;Asia;Bangladesh
BGD/DNAS_isl_ICHRI-2/2020;Asia;Bangladesh
BGD/DNAS_isl_IH-03/2020;Asia;Bangladesh
BGD/DNAS_isl_IH-04/2020;Asia;Bangladesh
BGD/DNAS_isl_KHL-0135/2020;Asia;Bangladesh
BGD/DNAS_isl_KHL-1/2020;Asia;Bangladesh
BGD/DNAS_isl_MH-02/2020;Asia;Bangladesh
BGD/DNAS_isl_MH-03/2020;Asia;Bangladesh
BGD/DNAS_isl_MH-09/2020;Asia;Bangladesh
BGD/DNAS_isl_MMC-01/2020;Asia;Bangladesh
BGD/DNAS_isl_MMC-02/2020;Asia;Bangladesh
BGD/DNAS_isl_MT-04/2020;Asia;Bangladesh
BGD/DNAS_isl_MT-05/2020;Asia;Bangladesh
BGD/DNAS_isl_NUR/2020;Asia;Bangladesh
BGD/DNAS_isl_OPS/2020;Asia;Bangladesh
BGD/DNAS_isl_P2-101/2020;Asia;Bangladesh
BGD/DNAS_isl_P2-102/2020;Asia;Bangladesh
BGD/DNAS_isl_P2-104/2020;Asia;Bangladesh
BGD/DNAS_isl_P2-106/2020;Asia;Bangladesh
BGD/DNAS_isl_P2-107/2020;Asia;Bangladesh
BGD/DNAS_isl_P2-98/2020;Asia;Bangladesh
BGD/DNAS_isl_R-101/2020;Asia;Bangladesh
BGD/DNAS_isl_R-36/2020;Asia;Bangladesh
BGD/DNAS_isl_R-88/2020;Asia;Bangladesh
BGD/DNAS_isl_R-97/2020;Asia;Bangladesh
BGD/DNAS_isl_S-3/2020;Asia;Bangladesh
BGD/DNAS_isl_S-5/2020;Asia;Bangladesh
BGD/DNAS_isl_SIBL-06/2020;Asia;Bangladesh
BGD/DNAS_isl_SIBL-07/2020;Asia;Bangladesh
BGD/DNAS_isl_SIBL-08/2020;Asia;Bangladesh
BGD/DNAS_isl_SIBL-09/2020;Asia;Bangladesh
BGD/DNAS_isl_SIBL-7/2020;Asia;Bangladesh
BGD/DNAS_isl_SIBL-FH/2020;Asia;Bangladesh
BGD/DNAS_isl_SM-01/2020;Asia;Bangladesh
BGD/DNAS_isl_SM-12/2020;Asia;Bangladesh
BGD/DNAS_isl_Sik-Bip-01/2020;Asia;Bangladesh
BGD/DNAS_isl_Sik-bip/2020;Asia;Bangladesh
BGD/DNAS_isl_Tanjima/2020;Asia;Bangladesh
BGD/DNAS_isl_UMCH-1/2020;Asia;Bangladesh
BGD/G039392/2021;Asia;Bangladesh
BGD/GC001/2021;Asia;Bangladesh
BGD/GRBL_S1/2020;Asia;Bangladesh
BGD/GRBL_S10/2020;Asia;Bangladesh
BGD/GRBL_S11/2020;Asia;Bangladesh
BGD/GRBL_S14/2020;Asia;Bangladesh
BGD/GRBL_S2/2020;Asia;Bangladesh
BGD/GRBL_S3/2020;Asia;Bangladesh
BGD/GRBL_S4/2020;Asia;Bangladesh
BGD/GRBL_S6/2020;Asia;Bangladesh
BGD/GRBL_S9/2020;Asia;Bangladesh
BGD/NIB-BCSIR_02/2020;Asia;Bangladesh
BGD/NIB_01/2020;Asia;Bangladesh
BGD/akbiomed_01/2020;Asia;Bangladesh
BGD/icddrb_CoV2083/2020;Asia;Bangladesh
BHR/023232093/2020;Asia;Bahrain
BHR/023285711_S13_L001/2020;Asia;Bahrain
BHR/023287015_S14_L001/2020;Asia;Bahrain
BHR/023335731/2020;Asia;Bahrain
BHR/023341084/2020;Asia;Bahrain
BHR/023347351/2020;Asia;Bahrain
BHR/090000572_S16_L001/2020;Asia;Bahrain
BHR/110003611/2020;Asia;Bahrain
BHR/140008296/2020;Asia;Bahrain
BHR/210155409/2020;Asia;Bahrain
BHR/250182770_S11_L001/2020;Asia;Bahrain
BHR/250182773/2020;Asia;Bahrain
BHR/250182774/2020;Asia;Bahrain
BHR/250182775/2020;Asia;Bahrain
BHR/260104364/2020;Asia;Bahrain
BHR/270154193/2020;Asia;Bahrain
BHR/310102316/2020;Asia;Bahrain
BHR/340217593/2020;Asia;Bahrain
BHR/340249126/2020;Asia;Bahrain
BHR/340286642_S20_L001/2020;Asia;Bahrain
BHR/340513774_S1_L001/2020;Asia;Bahrain
BHR/340564387_S8_L001/2020;Asia;Bahrain
BHR/340615704/2020;Asia;Bahrain
BHR/340654690/2020;Asia;Bahrain
BHR/340685804/2020;Asia;Bahrain
BHR/340767543_S9_L001/2020;Asia;Bahrain
BHR/340790022/2020;Asia;Bahrain
BHR/340798279/2020;Asia;Bahrain
BHR/340798279_S5_L001/2020;Asia;Bahrain
BHR/340809497_S11_L001/2020;Asia;Bahrain
BHR/340844843/2020;Asia;Bahrain
BHR/340846298_S19_L001/2020;Asia;Bahrain
BHR/340846472/2020;Asia;Bahrain
BHR/340846550_S17_L001/2020;Asia;Bahrain
BHR/340854759/2020;Asia;Bahrain
BHR/340854790/2020;Asia;Bahrain
BHR/340858359_S15_L001/2020;Asia;Bahrain
BHR/340858468_S5/2020;Asia;Bahrain
BHR/340859154_S6/2020;Asia;Bahrain
BHR/340859160_S7/2020;Asia;Bahrain
BHR/340859209_S2/2020;Asia;Bahrain
BHR/340859251_S1/2020;Asia;Bahrain
BHR/340859839_S13/2020;Asia;Bahrain
BHR/340859842_S14/2020;Asia;Bahrain
BHR/340859867_S9/2020;Asia;Bahrain
BHR/340859906_S10/2020;Asia;Bahrain
BHR/340859913_S11/2020;Asia;Bahrain
BHR/340859926_S12/2020;Asia;Bahrain
BHR/340860476/2020;Asia;Bahrain
BHR/340860476_S15/2020;Asia;Bahrain
BHR/340860489_S16/2020;Asia;Bahrain
BHR/340860526_S17/2020;Asia;Bahrain
BHR/340860543/2020;Asia;Bahrain
BHR/340861142/2020;Asia;Bahrain
BHR/340861174_S24_L001/2020;Asia;Bahrain
BHR/340861245_S21/2020;Asia;Bahrain
BHR/340861247_S22/2020;Asia;Bahrain
BHR/340861249/2020;Asia;Bahrain
BHR/340861254_S20/2020;Asia;Bahrain
BHR/340861258/2020;Asia;Bahrain
BHR/340861272_S28/2020;Asia;Bahrain
BHR/340861274_S26/2020;Asia;Bahrain
BHR/340861785/2020;Asia;Bahrain
BHR/340862192_S34_L001/2020;Asia;Bahrain
BHR/340862225_S35/2020;Asia;Bahrain
BHR/340864151_S32/2020;Asia;Bahrain
BHR/340864186/2020;Asia;Bahrain
BHR/340957986/2020;Asia;Bahrain
BHR/340958045/2020;Asia;Bahrain
BHR/340958054/2020;Asia;Bahrain
BHR/341007184_S4_L001/2020;Asia;Bahrain
BHR/341007558_S1_L001/2020;Asia;Bahrain
BHR/341013928_S4_L001/2020;Asia;Bahrain
BHR/341013933_S13_L001/2020;Asia;Bahrain
BHR/341015978/2020;Asia;Bahrain
BHR/341016006_S14_L001/2020;Asia;Bahrain
BHR/341016741_S2_L001/2020;Asia;Bahrain
BHR/341016804_S1_L001/2020;Asia;Bahrain
BHR/341016827_S18_L001/2020;Asia;Bahrain
BHR/341016831_S19_L001/2020;Asia;Bahrain
BHR/341016882_S17_L001/2020;Asia;Bahrain
BHR/341017087/2020;Asia;Bahrain
BHR/341017320/2020;Asia;Bahrain
BHR/341017372/2020;Asia;Bahrain
BHR/341033460/2020;Asia;Bahrain
BHR/341033465/2020;Asia;Bahrain
BHR/341035032/2020;Asia;Bahrain
BHR/341036654/2020;Asia;Bahrain
BHR/341036667/2020;Asia;Bahrain
BHR/341036734_S5_L001/2020;Asia;Bahrain
BHR/341036784_S6_L001/2020;Asia;Bahrain
BHR/341036861/2020;Asia;Bahrain
BHR/341038022/2020;Asia;Bahrain
BHR/341038078_S3_L001/2020;Asia;Bahrain
BHR/341050336/2020;Asia;Bahrain
BHR/341051639_S14_L001/2020;Asia;Bahrain
BHR/341051813_S12_L001/2020;Asia;Bahrain
BHR/341063114_S18_L001/2020;Asia;Bahrain
BHR/341063655_S20_L001/2020;Asia;Bahrain
BHR/341063863_S17_L001/2020;Asia;Bahrain
BHR/341063898_S19_L001/2020;Asia;Bahrain
BHR/341067576/2020;Asia;Bahrain
BHR/341376129/2021;Asia;Bahrain
BHR/460056646/2020;Asia;Bahrain
BHR/500118680/2021;Asia;Bahrain
BHR/530223991_S30_L001/2020;Asia;Bahrain
BHR/600022987/2020;Asia;Bahrain
BHR/600023154_S29/2020;Asia;Bahrain
BHR/600041988_S21_L001/2020;Asia;Bahrain
BHR/631201947/2021;Asia;Bahrain
BHR/660033224/2021;Asia;Bahrain
BHR/700037454/2021;Asia;Bahrain
BHR/740704818/2021;Asia;Bahrain
BHR/740907271/2021;Asia;Bahrain
BHR/760805431/2021;Asia;Bahrain
BHR/881007072/2021;Asia;Bahrain
BHR/890106860/2021;Asia;Bahrain
BHR/900819740/2021;Asia;Bahrain
BHR/910603740/2021;Asia;Bahrain
BHR/920262933_S19_L001/2020;Asia;Bahrain
BHR/920265546_S18_L001/2020;Asia;Bahrain
